state,age_group,disability_type,support_class,participant_count,average_support_budget,utilisation_rate,active_provider_count,participant_to_provider_ratio,utilisation_gap,payment_per_participant,access_risk,recommended_support
VIC,65+,Other Physical,Capacity Building,1038,15000.0,60.0,159,6.5283,40.0,9527.0,Medium Risk,Assistive Technology / Transport Support
VIC,65+,Other Physical,Capital,834,20000.0,65.0,24,34.75,35.0,7542.0,Medium Risk,Assistive Technology / Transport Support
VIC,65+,Other Physical,Core,1042,68000.0,73.0,52,20.0385,27.0,56565.0,Medium Risk,Assistive Technology / Transport Support
VIC,65+,Other Sensory/Speech,Capacity Building,10,21000.0,63.0,4,2.5,37.0,0.0,Medium Risk,Provider Availability Review
VIC,65+,Other Sensory/Speech,Capital,10,20000.0,74.0,2,5.0,26.0,0.0,Medium Risk,Provider Availability Review
VIC,65+,Other Sensory/Speech,Core,10,81000.0,79.0,1,10.0,21.0,0.0,Medium Risk,Provider Availability Review
VIC,65+,Psychosocial Disability,Capacity Building,2358,17000.0,67.0,362,6.5138,33.0,12207.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,65+,Psychosocial Disability,Capital,247,11000.0,62.0,17,14.5294,38.0,3138.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,65+,Psychosocial Disability,Core,2367,82000.0,75.0,151,15.6755,25.0,74155.0,Medium Risk,Psychosocial Recovery and Community Participation
VIC,65+,Spinal Cord Injury,Capacity Building,220,19000.0,62.0,51,4.3137,38.0,11273.0,Medium Risk,Assistive Technology / Transport Support
VIC,65+,Spinal Cord Injury,Capital,197,26000.0,80.0,19,10.3684,20.0,11873.0,Low Risk,Assistive Technology / Transport Support
VIC,65+,Spinal Cord Injury,Core,220,159000.0,74.0,17,12.9412,26.0,114568.0,Medium Risk,Assistive Technology / Transport Support
VIC,65+,Stroke,Capacity Building,739,22000.0,70.0,181,4.0829,30.0,16123.0,Medium Risk,Therapy and Daily Living Support Review
VIC,65+,Stroke,Capital,549,20000.0,75.0,38,14.4474,25.0,11220.0,Low Risk,Therapy and Daily Living Support Review
VIC,65+,Stroke,Core,738,165000.0,78.0,74,9.973,22.0,155443.0,Medium Risk,Therapy and Daily Living Support Review
VIC,65+,Visual Impairment,Capacity Building,574,10000.0,58.0,62,9.2581,42.0,5439.0,Medium Risk,Assistive Technology and Communication Support
VIC,65+,Visual Impairment,Capital,191,12000.0,75.0,4,47.75,25.0,1476.0,High Risk,Provider Availability Review
VIC,65+,Visual Impairment,Core,580,46000.0,80.0,50,11.6,20.0,35110.0,Low Risk,Assistive Technology and Communication Support
VIC,9 to 14,ABI,Capacity Building,120,25000.0,58.0,25,4.8,42.0,7050.0,Medium Risk,Capacity Building Support Review
VIC,9 to 14,ABI,Capital,37,11000.0,47.0,1,37.0,53.0,0.0,High Risk,Provider Availability Review
VIC,9 to 14,ABI,Core,111,50000.0,85.0,13,8.5385,15.0,3207.0,Low Risk,Core Support Monitoring
VIC,9 to 14,Autism,Capacity Building,33797,19000.0,61.0,690,48.9812,39.0,10503.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,9 to 14,Autism,Capital,710,8000.0,52.0,2,355.0,48.0,2096.0,High Risk,Support Coordination / Plan Management Review
VIC,9 to 14,Autism,Core,30114,11000.0,78.0,84,358.5,22.0,9720.0,Medium Risk,Provider Availability Review
VIC,9 to 14,Cerebral Palsy,Capacity Building,731,24000.0,65.0,77,9.4935,35.0,15077.0,Medium Risk,Capacity Building Support Review
VIC,9 to 14,Cerebral Palsy,Capital,514,23000.0,73.0,9,57.1111,27.0,10088.0,Medium Risk,Plan Utilisation Support
VIC,9 to 14,Cerebral Palsy,Core,712,52000.0,86.0,8,89.0,14.0,49843.0,Medium Risk,Provider Availability Review
VIC,9 to 14,Developmental Delay,Capacity Building,154,17000.0,43.0,11,14.0,57.0,10675.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,9 to 14,Developmental Delay,Capital,10,10000.0,59.5,11,0.9091,40.5,0.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,9 to 14,Developmental Delay,Core,132,3000.0,76.0,11,12.0,24.0,1576.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,9 to 14,Disability_Missing,Capacity Building,154,21000.0,40.0,59,2.6102,60.0,0.0,Medium Risk,Capacity Building Support Review
VIC,9 to 14,Down Syndrome,Capacity Building,343,23000.0,67.0,51,6.7255,33.0,13691.0,Medium Risk,Capacity Building Support Review
VIC,9 to 14,Down Syndrome,Capital,97,12000.0,41.0,28,3.4643,59.0,0.0,Medium Risk,Plan Utilisation Support
VIC,9 to 14,Down Syndrome,Core,340,29000.0,88.0,4,85.0,12.0,36171.0,High Risk,Provider Availability Review
VIC,9 to 14,Global Developmental Delay,Capacity Building,76,18000.0,54.0,13,5.8462,46.0,8658.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,9 to 14,Global Developmental Delay,Capital,10,11000.0,58.5,13,0.7692,41.5,0.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,9 to 14,Global Developmental Delay,Core,74,4000.0,63.0,13,5.6923,37.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
VIC,9 to 14,Hearing Impairment,Capacity Building,1115,11000.0,43.0,39,28.5897,57.0,4588.0,Medium Risk,Assistive Technology and Communication Support
VIC,9 to 14,Hearing Impairment,Capital,47,2000.0,47.0,20,2.35,53.0,0.0,Medium Risk,Assistive Technology and Communication Support
VIC,9 to 14,Hearing Impairment,Core,1114,3000.0,59.0,2,557.0,41.0,2346.0,High Risk,Support Coordination / Plan Management Review
VIC,9 to 14,Intellectual Disability,Capacity Building,4103,21000.0,64.0,353,11.6232,36.0,12676.0,Medium Risk,Capacity Building - Social and Community Participation
VIC,9 to 14,Intellectual Disability,Capital,413,16000.0,70.0,4,103.25,30.0,5777.0,High Risk,Provider Availability Review
VIC,9 to 14,Intellectual Disability,Core,3754,21000.0,87.0,37,101.4595,13.0,22387.0,Medium Risk,Provider Availability Review
VIC,9 to 14,Multiple Sclerosis,Capacity Building,10,21000.0,63.0,59,0.1695,37.0,0.0,Medium Risk,Capacity Building Support Review
VIC,9 to 14,Multiple Sclerosis,Core,10,81000.0,79.0,24,0.4167,21.0,0.0,Medium Risk,Core Support Monitoring
VIC,9 to 14,Other,Capacity Building,432,17000.0,55.0,37,11.6757,45.0,8667.0,Medium Risk,Capacity Building Support Review
VIC,9 to 14,Other,Capital,38,21000.0,42.0,19,2.0,58.0,0.0,Medium Risk,Plan Utilisation Support
VIC,9 to 14,Other,Core,383,11000.0,89.0,1,383.0,11.0,8595.0,High Risk,Provider Availability Review
VIC,9 to 14,Other Neurological,Capacity Building,421,23000.0,69.0,52,8.0962,31.0,15107.0,Medium Risk,Therapy and Daily Living Support Review
VIC,9 to 14,Other Neurological,Capital,184,27000.0,65.0,5,36.8,35.0,11082.0,High Risk,Provider Availability Review
VIC,9 to 14,Other Neurological,Core,395,54000.0,85.0,2,197.5,15.0,48253.0,High Risk,Provider Availability Review
VIC,9 to 14,Other Physical,Capacity Building,338,17000.0,53.0,27,12.5185,47.0,8766.0,Medium Risk,Assistive Technology / Transport Support
VIC,9 to 14,Other Physical,Capital,144,22000.0,67.0,6,24.0,33.0,3306.0,Medium Risk,Assistive Technology / Transport Support
VIC,9 to 14,Other Physical,Core,318,23000.0,80.0,3,106.0,20.0,19421.0,High Risk,Provider Availability Review
VIC,9 to 14,Other Sensory/Speech,Capacity Building,202,12000.0,51.0,23,8.7826,49.0,4926.0,Medium Risk,Assistive Technology and Communication Support
VIC,9 to 14,Other Sensory/Speech,Capital,10,7500.0,62.0,23,0.4348,38.0,0.0,Medium Risk,Assistive Technology and Communication Support
VIC,9 to 14,Other Sensory/Speech,Core,162,3000.0,73.0,23,7.0435,27.0,617.0,Low Risk,Assistive Technology and Communication Support
VIC,9 to 14,Psychosocial Disability,Capacity Building,26,22000.0,70.0,5,5.2,30.0,0.0,Medium Risk,Provider Availability Review
VIC,9 to 14,Psychosocial Disability,Core,26,29000.0,67.0,5,5.2,33.0,0.0,Medium Risk,Provider Availability Review
VIC,9 to 14,Spinal Cord Injury,Capacity Building,10,21000.0,63.0,59,0.1695,37.0,0.0,Medium Risk,Assistive Technology / Transport Support
VIC,9 to 14,Spinal Cord Injury,Capital,10,20000.0,74.0,16,0.625,26.0,0.0,Low Risk,Assistive Technology / Transport Support
VIC,9 to 14,Spinal Cord Injury,Core,10,81000.0,79.0,24,0.4167,21.0,0.0,Medium Risk,Assistive Technology / Transport Support
VIC,9 to 14,Stroke,Capacity Building,24,20000.0,48.0,2,12.0,52.0,0.0,High Risk,Provider Availability Review
VIC,9 to 14,Stroke,Capital,10,16500.0,58.0,2,5.0,42.0,0.0,Medium Risk,Provider Availability Review
VIC,9 to 14,Stroke,Core,23,13000.0,68.0,1,23.0,32.0,0.0,High Risk,Provider Availability Review
VIC,9 to 14,Visual Impairment,Capacity Building,181,14000.0,53.0,10,18.1,47.0,5552.0,Medium Risk,Assistive Technology and Communication Support
VIC,9 to 14,Visual Impairment,Capital,57,9000.0,56.0,6,9.5,44.0,0.0,Medium Risk,Assistive Technology and Communication Support
VIC,9 to 14,Visual Impairment,Core,176,7000.0,90.0,2,88.0,10.0,7227.0,High Risk,Provider Availability Review
WA,0 to 8,ABI,Capacity Building,21,62000.0,59.0,2,10.5,41.0,0.0,High Risk,Provider Availability Review
WA,0 to 8,ABI,Capital,13,29000.0,97.0,2,6.5,3.0,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,ABI,Core,21,99000.0,100.0,2,10.5,0.0,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,Autism,Capacity Building,4854,26000.0,68.0,138,35.1739,32.0,15469.0,Medium Risk,Capacity Building - Improved Daily Living
WA,0 to 8,Autism,Capital,735,6000.0,66.0,2,367.5,34.0,1988.0,High Risk,Provider Availability Review
WA,0 to 8,Autism,Core,4522,6000.0,78.0,18,251.2222,22.0,5760.0,Medium Risk,Provider Availability Review
WA,0 to 8,Cerebral Palsy,Capacity Building,292,48000.0,72.0,17,17.1765,28.0,27072.0,Low Risk,Capacity Building Support Review
WA,0 to 8,Cerebral Palsy,Capital,227,32000.0,80.0,6,37.8333,20.0,16189.0,Medium Risk,General Core Support Monitoring
WA,0 to 8,Cerebral Palsy,Core,282,63000.0,81.0,5,56.4,19.0,49252.0,High Risk,Provider Availability Review
WA,0 to 8,Developmental Delay,Capacity Building,5291,23000.0,62.0,93,56.8925,38.0,11906.0,Medium Risk,Capacity Building - Improved Daily Living
WA,0 to 8,Developmental Delay,Capital,354,7000.0,74.0,2,177.0,26.0,2082.0,High Risk,Provider Availability Review
WA,0 to 8,Developmental Delay,Core,4787,2000.0,63.0,11,435.1818,37.0,1053.0,High Risk,Provider Availability Review
WA,0 to 8,Down Syndrome,Capacity Building,177,27000.0,72.0,17,10.4118,28.0,15870.0,Low Risk,Capacity Building Support Review
WA,0 to 8,Down Syndrome,Capital,81,8000.0,54.0,3,27.0,46.0,0.0,High Risk,Provider Availability Review
WA,0 to 8,Down Syndrome,Core,161,11000.0,80.0,2,80.5,20.0,7652.0,High Risk,Provider Availability Review
WA,0 to 8,Global Developmental Delay,Capacity Building,1121,26000.0,64.0,70,16.0143,36.0,14403.0,Medium Risk,Capacity Building - Improved Daily Living
WA,0 to 8,Global Developmental Delay,Capital,190,10000.0,67.0,2,95.0,33.0,3484.0,High Risk,Provider Availability Review
WA,0 to 8,Global Developmental Delay,Core,1013,6000.0,78.0,5,202.6,22.0,4149.0,High Risk,Provider Availability Review
WA,0 to 8,Hearing Impairment,Capacity Building,522,18000.0,51.0,27,19.3333,49.0,7182.0,Medium Risk,Assistive Technology and Communication Support
WA,0 to 8,Hearing Impairment,Capital,28,8000.0,100.0,14,2.0,0.0,0.0,Low Risk,Assistive Technology and Communication Support
WA,0 to 8,Hearing Impairment,Core,512,4000.0,38.0,2,256.0,62.0,1037.0,High Risk,Support Coordination / Plan Management Review
WA,0 to 8,Intellectual Disability,Capacity Building,351,35000.0,72.0,51,6.8824,28.0,22242.0,Low Risk,Capacity Building - Social and Community Participation
WA,0 to 8,Intellectual Disability,Capital,156,17000.0,68.0,4,39.0,32.0,7782.0,High Risk,Provider Availability Review
WA,0 to 8,Intellectual Disability,Core,330,38000.0,75.0,7,47.1429,25.0,25658.0,Medium Risk,Capacity Building - Social and Community Participation
WA,0 to 8,Other,Capacity Building,136,22000.0,68.0,9,15.1111,32.0,9324.0,Medium Risk,Capacity Building Support Review
WA,0 to 8,Other,Capital,33,11000.0,69.0,1,33.0,31.0,0.0,High Risk,Provider Availability Review
WA,0 to 8,Other,Core,119,5000.0,55.0,5,23.8,45.0,269.0,High Risk,Provider Availability Review
WA,0 to 8,Other Neurological,Capacity Building,70,48000.0,84.0,5,14.0,16.0,16000.0,Medium Risk,Provider Availability Review
WA,0 to 8,Other Neurological,Capital,49,24000.0,61.0,5,9.8,39.0,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,Other Neurological,Core,70,50000.0,68.0,5,14.0,32.0,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,Other Physical,Capacity Building,56,23000.0,66.0,6,9.3333,34.0,5125.0,Medium Risk,Assistive Technology / Transport Support
WA,0 to 8,Other Physical,Capital,28,15000.0,28.0,1,28.0,72.0,0.0,High Risk,Provider Availability Review
WA,0 to 8,Other Physical,Core,53,7000.0,68.0,1,53.0,32.0,0.0,High Risk,Provider Availability Review
WA,0 to 8,Other Sensory/Speech,Capacity Building,15,21000.0,58.0,1,15.0,42.0,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,Other Sensory/Speech,Capital,10,10500.0,65.0,1,10.0,35.0,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,Other Sensory/Speech,Core,20,0.0,72.0,1,20.0,28.0,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,Psychosocial Disability,Capacity Building,10,23000.0,59.0,30,0.3333,41.0,0.0,Medium Risk,Psychosocial Recovery and Community Participation
WA,0 to 8,Psychosocial Disability,Core,10,88000.0,74.0,18,0.5556,26.0,0.0,Medium Risk,Psychosocial Recovery and Community Participation
WA,0 to 8,Spinal Cord Injury,Capacity Building,10,23000.0,59.0,30,0.3333,41.0,0.0,Medium Risk,Assistive Technology / Transport Support
WA,0 to 8,Spinal Cord Injury,Capital,10,18000.0,63.0,6,1.6667,37.0,0.0,Medium Risk,Assistive Technology / Transport Support
WA,0 to 8,Spinal Cord Injury,Core,10,88000.0,74.0,18,0.5556,26.0,0.0,Medium Risk,Assistive Technology / Transport Support
WA,0 to 8,Stroke,Capacity Building,10,23000.0,59.0,30,0.3333,41.0,0.0,Medium Risk,Therapy and Daily Living Support Review
WA,0 to 8,Stroke,Capital,10,18000.0,63.0,6,1.6667,37.0,0.0,Medium Risk,Therapy and Daily Living Support Review
WA,0 to 8,Stroke,Core,10,88000.0,74.0,18,0.5556,26.0,0.0,Medium Risk,Therapy and Daily Living Support Review
WA,0 to 8,Visual Impairment,Capacity Building,38,24000.0,64.0,3,12.6667,36.0,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,Visual Impairment,Capital,13,16000.0,76.5,3,4.3333,23.5,0.0,Medium Risk,Provider Availability Review
WA,0 to 8,Visual Impairment,Core,38,9000.0,89.0,3,12.6667,11.0,0.0,Medium Risk,Provider Availability Review
WA,15 to 18,ABI,Capacity Building,53,38000.0,70.0,23,2.3043,30.0,6547.0,Medium Risk,Capacity Building Support Review
WA,15 to 18,ABI,Capital,17,14000.0,60.0,1,17.0,40.0,0.0,Medium Risk,Provider Availability Review
WA,15 to 18,ABI,Core,49,113000.0,85.0,9,5.4444,15.0,0.0,Medium Risk,Core Support Monitoring
WA,15 to 18,Autism,Capacity Building,5394,23000.0,48.0,230,23.4522,52.0,10171.0,Medium Risk,Capacity Building - Improved Daily Living
WA,15 to 18,Autism,Capital,215,6000.0,70.0,2,107.5,30.0,833.0,High Risk,Provider Availability Review
WA,15 to 18,Autism,Core,3897,26000.0,65.0,66,59.0455,35.0,16235.0,Medium Risk,Capacity Building - Improved Daily Living
WA,15 to 18,Cerebral Palsy,Capacity Building,212,28000.0,62.0,51,4.1569,38.0,18061.0,Medium Risk,Capacity Building Support Review
WA,15 to 18,Cerebral Palsy,Capital,159,24000.0,68.0,9,17.6667,32.0,9170.0,Medium Risk,Plan Utilisation Support
WA,15 to 18,Cerebral Palsy,Core,199,91000.0,80.0,13,15.3077,20.0,64342.0,Medium Risk,Core Support Monitoring
WA,15 to 18,Developmental Delay,Core,10,88000.0,74.0,18,0.5556,26.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
WA,15 to 18,Down Syndrome,Capacity Building,110,30000.0,65.0,22,5.0,35.0,13682.0,Medium Risk,Capacity Building Support Review
WA,15 to 18,Down Syndrome,Capital,40,9000.0,41.0,1,40.0,59.0,0.0,High Risk,Provider Availability Review
WA,15 to 18,Down Syndrome,Core,106,58000.0,89.0,3,35.3333,11.0,43858.0,Medium Risk,Provider Availability Review
WA,15 to 18,Global Developmental Delay,Capacity Building,10,23000.0,59.0,30,0.3333,41.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
WA,15 to 18,Global Developmental Delay,Core,10,88000.0,74.0,18,0.5556,26.0,0.0,Medium Risk,Capacity Building - Improved Daily Living
WA,15 to 18,Hearing Impairment,Capacity Building,192,9000.0,36.0,12,16.0,64.0,2411.0,Medium Risk,Assistive Technology and Communication Support
WA,15 to 18,Hearing Impairment,Capital,12,3000.0,0.0,8,1.5,100.0,0.0,Medium Risk,Assistive Technology and Communication Support
WA,15 to 18,Hearing Impairment,Core,220,5000.0,45.0,3,73.3333,55.0,1309.0,High Risk,Support Coordination / Plan Management Review
WA,15 to 18,Intellectual Disability,Capacity Building,872,31000.0,54.0,128,6.8125,46.0,15681.0,Medium Risk,Capacity Building - Social and Community Participation
WA,15 to 18,Intellectual Disability,Capital,139,14000.0,59.0,5,27.8,41.0,4187.0,High Risk,Provider Availability Review
WA,15 to 18,Intellectual Disability,Core,726,59000.0,74.0,42,17.2857,26.0,39912.0,Low Risk,Capacity Building - Social and Community Participation
WA,15 to 18,Multiple Sclerosis,Capacity Building,10,23000.0,59.0,30,0.3333,41.0,0.0,Medium Risk,Capacity Building Support Review
WA,15 to 18,Multiple Sclerosis,Capital,10,18000.0,63.0,6,1.6667,37.0,0.0,Medium Risk,Plan Utilisation Support
WA,15 to 18,Multiple Sclerosis,Core,10,88000.0,74.0,18,0.5556,26.0,0.0,Medium Risk,Core Support Monitoring
WA,15 to 18,Other,Capacity Building,44,20000.0,50.0,6,7.3333,50.0,0.0,Medium Risk,Capacity Building Support Review
WA,15 to 18,Other,Capital,14,17000.0,63.0,4,3.5,37.0,0.0,Medium Risk,Provider Availability Review
WA,15 to 18,Other,Core,39,24000.0,78.0,1,39.0,22.0,0.0,Medium Risk,Provider Availability Review
WA,15 to 18,Other Neurological,Capacity Building,98,30000.0,52.0,20,4.9,48.0,11429.0,Medium Risk,Therapy and Daily Living Support Review
WA,15 to 18,Other Neurological,Capital,51,21000.0,44.0,12,4.25,56.0,0.0,Medium Risk,Therapy and Daily Living Support Review
WA,15 to 18,Other Neurological,Core,94,54000.0,68.0,4,23.5,32.0,24319.0,High Risk,Provider Availability Review
WA,15 to 18,Other Physical,Capacity Building,65,18000.0,51.0,6,10.8333,49.0,800.0,Medium Risk,Assistive Technology / Transport Support
WA,15 to 18,Other Physical,Capital,36,18000.0,12.0,4,9.0,88.0,0.0,High Risk,Provider Availability Review
WA,15 to 18,Other Physical,Core,60,28000.0,45.0,1,60.0,55.0,0.0,High Risk,Support Coordination / Plan Management Review
WA,15 to 18,Other Sensory/Speech,Capacity Building,22,16000.0,48.0,9,2.4444,52.0,0.0,Medium Risk,Assistive Technology and Communication Support
WA,15 to 18,Other Sensory/Speech,Capital,10,10000.0,48.0,9,1.1111,52.0,0.0,Medium Risk,Assistive Technology and Communication Support
WA,15 to 18,Other Sensory/Speech,Core,15,4000.0,48.0,9,1.6667,52.0,0.0,Medium Risk,Assistive Technology and Communication Support
WA,15 to 18,Psychosocial Disability,Capacity Building,15,39000.0,37.0,4,3.75,63.0,0.0,High Risk,Provider Availability Review
WA,15 to 18,Psychosocial Disability,Core,12,138000.0,80.0,1,12.0,20.0,0.0,Medium Risk,Provider Availability Review
WA,15 to 18,Spinal Cord Injury,Capacity Building,10,23000.0,20.0,4,2.5,80.0,0.0,High Risk,Provider Availability Review
WA,15 to 18,Spinal Cord Injury,Capital,10,18000.0,20.0,4,2.5,80.0,0.0,High Risk,Provider Availability Review
WA,15 to 18,Spinal Cord Injury,Core,10,88000.0,20.0,4,2.5,80.0,0.0,High Risk,Provider Availability Review
WA,15 to 18,Stroke,Capacity Building,10,23000.0,59.0,1,10.0,41.0,0.0,Medium Risk,Provider Availability Review
WA,15 to 18,Stroke,Capital,10,18000.0,63.0,1,10.0,37.0,0.0,Medium Risk,Provider Availability Review
WA,15 to 18,Stroke,Core,10,88000.0,74.0,1,10.0,26.0,0.0,Medium Risk,Provider Availability Review
WA,15 to 18,Visual Impairment,Capacity Building,45,18000.0,44.0,3,15.0,56.0,0.0,High Risk,Provider Availability Review
WA,15 to 18,Visual Impairment,Capital,21,7000.0,45.0,1,21.0,55.0,0.0,High Risk,Provider Availability Review
